research_category	feature_name	source_type	habitat	final_clade	final_clade_name	n_unique_MAG_all	mean_score_pct_all	prevalence_ge_50_pct_all	prevalence_ge_75_pct_all	n_unique_MAG_excluding_dual_copy	mean_score_pct_excluding_dual_copy	prevalence_ge_50_pct_excluding_dual_copy	prevalence_ge_75_pct_excluding_dual_copy	mean_score_delta_pct	prevalence_ge_50_delta_pct	prevalence_ge_75_delta_pct	exclusion_effect
Nitrogen	Assimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	3.33333333333333	0	0	5	3.33333333333333	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	5.55555555555556	8.33333333333333	0	12	5.55555555555556	8.33333333333333	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	0	0	0	20	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	33.3333333333333	0	0	1	33.3333333333333	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	5.55555555555556	0	0	6	5.55555555555556	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Complete nitrification, comammox, ammonia => nitrite => nitrate	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	36.3636363636364	0	0	1	36.3636363636364	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	14.5454545454545	0	0	5	14.5454545454545	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	34.0909090909091	41.6666666666667	0	12	34.0909090909091	41.6666666666667	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	33.6363636363636	15	0	20	33.6363636363636	15	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	45.4545454545455	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	27.2727272727273	0	0	1	27.2727272727273	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	45.4545454545455	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	21.2121212121212	0	0	6	21.2121212121212	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	9.09090909090909	0	0	1	9.09090909090909	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	33.3333333333333	0	0	1	33.3333333333333	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	8.88888888888889	0	0	5	8.88888888888889	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	24.0740740740741	8.33333333333333	0	12	24.0740740740741	8.33333333333333	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	17.2222222222222	0	0	20	17.2222222222222	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	44.4444444444444	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	22.2222222222222	0	0	1	22.2222222222222	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	44.4444444444444	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	18.5185185185185	16.6666666666667	0	6	18.5185185185185	16.6666666666667	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	11.1111111111111	0	0	1	11.1111111111111	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	100	100	100	1	100	100	100	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	60	60	60	5	60	60	60	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	33.3333333333333	33.3333333333333	33.3333333333333	12	33.3333333333333	33.3333333333333	33.3333333333333	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	50	50	50	20	50	50	50	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	100	100	100	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	100	100	100	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	16.6666666666667	16.6666666666667	16.6666666666667	6	16.6666666666667	16.6666666666667	16.6666666666667	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	0	0	0	5	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	4.16666666666667	8.33333333333333	0	12	4.16666666666667	8.33333333333333	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	0	0	0	20	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	4.16666666666667	0	0	6	4.16666666666667	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	0	0	0	5	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	0	0	0	12	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	0	0	0	20	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	0	0	0	6	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	50	100	0	1	50	100	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	36.6666666666667	40	0	5	36.6666666666667	40	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	45.8333333333333	66.6666666666667	0	12	45.8333333333333	66.6666666666667	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	52.5	85	0	20	52.5	85	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	50	100	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	33.3333333333333	0	0	1	33.3333333333333	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	50	100	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	47.2222222222222	66.6666666666667	0	6	47.2222222222222	66.6666666666667	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	66.6666666666667	100	0	1	66.6666666666667	100	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	100	100	100	1	100	100	100	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	0	0	0	5	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	11.6666666666667	8.33333333333333	8.33333333333333	12	11.6666666666667	8.33333333333333	8.33333333333333	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	15	15	15	20	15	15	15	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	0	0	0	6	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	6.66666666666667	0	0	5	6.66666666666667	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	9.25925925925926	0	0	12	9.25925925925926	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	9.44444444444444	0	0	20	9.44444444444444	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	11.1111111111111	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	22.2222222222222	0	0	1	22.2222222222222	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	11.1111111111111	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	7.40740740740741	0	0	6	7.40740740740741	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	30	0	0	1	30	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	8	0	0	5	8	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	19.1666666666667	16.6666666666667	0	12	19.1666666666667	16.6666666666667	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	27.5	10	0	20	27.5	10	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	10	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	10	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	11.6666666666667	0	0	6	11.6666666666667	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	10	0	0	1	10	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	28.5714285714286	0	0	1	28.5714285714286	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	8.57142857142857	0	0	5	8.57142857142857	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	40.4761904761905	33.3333333333333	0	12	40.4761904761905	33.3333333333333	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	35.7142857142857	5	0	20	35.7142857142857	5	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	28.5714285714286	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	28.5714285714286	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	28.5714285714286	16.6666666666667	0	6	28.5714285714286	16.6666666666667	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	14.2857142857143	0	0	1	14.2857142857143	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	80	100	100	1	80	100	100	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	0	0	0	5	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	0	0	0	12	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	0	0	0	20	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	0	0	0	0	NA	NA	NA	NA	NA	NA	cell becomes empty; original n=1 was descriptive only
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	0	0	0	1	0	0	0	0	0	0	unchanged; dual-copy MAG absent from this cell
