research_category	feature_name	source_type	habitat	final_clade	final_clade_name	n_sequence_memberships	n_unique_MAG	mean_reconstruction_score_pct	prevalence_score_ge_50_pct	prevalence_score_ge_75_pct	inference_allowed	plot_label	x_numeric	y_numeric
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	36.3636363636364	0	0	FALSE	Nitrogen | Denitrification, nitrate => nitrogen	1	20
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	14.5454545454545	0	0	TRUE	Nitrogen | Denitrification, nitrate => nitrogen	1	20
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	34.0909090909091	41.6666666666667	0	TRUE	Nitrogen | Denitrification, nitrate => nitrogen	1	20
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	33.6363636363636	15	0	TRUE	Nitrogen | Denitrification, nitrate => nitrogen	1	20
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	45.4545454545455	0	0	FALSE	Nitrogen | Denitrification, nitrate => nitrogen	2	20
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	27.2727272727273	0	0	FALSE	Nitrogen | Denitrification, nitrate => nitrogen	2	20
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	45.4545454545455	0	0	FALSE	Nitrogen | Denitrification, nitrate => nitrogen	2	20
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	21.2121212121212	0	0	TRUE	Nitrogen | Denitrification, nitrate => nitrogen	3	20
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Denitrification, nitrate => nitrogen	4	20
Nitrogen	Denitrification, nitrate => nitrogen	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	9.09090909090909	0	0	FALSE	Nitrogen | Denitrification, nitrate => nitrogen	4	20
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	33.3333333333333	0	0	FALSE	Nitrogen | Dissimilatory nitrate reduction, nitrate => ammonia	1	19
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	8.88888888888889	0	0	TRUE	Nitrogen | Dissimilatory nitrate reduction, nitrate => ammonia	1	19
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	24.0740740740741	8.33333333333333	0	TRUE	Nitrogen | Dissimilatory nitrate reduction, nitrate => ammonia	1	19
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	17.2222222222222	0	0	TRUE	Nitrogen | Dissimilatory nitrate reduction, nitrate => ammonia	1	19
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	44.4444444444444	0	0	FALSE	Nitrogen | Dissimilatory nitrate reduction, nitrate => ammonia	2	19
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	22.2222222222222	0	0	FALSE	Nitrogen | Dissimilatory nitrate reduction, nitrate => ammonia	2	19
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	44.4444444444444	0	0	FALSE	Nitrogen | Dissimilatory nitrate reduction, nitrate => ammonia	2	19
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	18.5185185185185	16.6666666666667	0	TRUE	Nitrogen | Dissimilatory nitrate reduction, nitrate => ammonia	3	19
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	11.1111111111111	0	0	FALSE	Nitrogen | Dissimilatory nitrate reduction, nitrate => ammonia	4	19
Nitrogen	Dissimilatory nitrate reduction, nitrate => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Dissimilatory nitrate reduction, nitrate => ammonia	4	19
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	100	100	100	FALSE	Nitrogen | Nitrate assimilation	1	18
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	60	60	60	TRUE	Nitrogen | Nitrate assimilation	1	18
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	33.3333333333333	33.3333333333333	33.3333333333333	TRUE	Nitrogen | Nitrate assimilation	1	18
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	50	50	50	TRUE	Nitrogen | Nitrate assimilation	1	18
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	100	100	100	FALSE	Nitrogen | Nitrate assimilation	2	18
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Nitrate assimilation	2	18
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	100	100	100	FALSE	Nitrogen | Nitrate assimilation	2	18
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	16.6666666666667	16.6666666666667	16.6666666666667	TRUE	Nitrogen | Nitrate assimilation	3	18
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Nitrate assimilation	4	18
Nitrogen	Nitrate assimilation	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Nitrate assimilation	4	18
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Nitrification, ammonia => nitrite	1	17
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	0	0	0	TRUE	Nitrogen | Nitrification, ammonia => nitrite	1	17
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	4.16666666666667	8.33333333333333	0	TRUE	Nitrogen | Nitrification, ammonia => nitrite	1	17
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	0	0	0	TRUE	Nitrogen | Nitrification, ammonia => nitrite	1	17
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Nitrification, ammonia => nitrite	2	17
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Nitrification, ammonia => nitrite	2	17
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Nitrogen | Nitrification, ammonia => nitrite	2	17
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	4.16666666666667	0	0	TRUE	Nitrogen | Nitrification, ammonia => nitrite	3	17
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Nitrification, ammonia => nitrite	4	17
Nitrogen	Nitrification, ammonia => nitrite	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Nitrification, ammonia => nitrite	4	17
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Nitrogen fixation, nitrogen => ammonia	1	16
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	0	0	0	TRUE	Nitrogen | Nitrogen fixation, nitrogen => ammonia	1	16
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	0	0	0	TRUE	Nitrogen | Nitrogen fixation, nitrogen => ammonia	1	16
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	0	0	0	TRUE	Nitrogen | Nitrogen fixation, nitrogen => ammonia	1	16
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Nitrogen fixation, nitrogen => ammonia	2	16
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Nitrogen fixation, nitrogen => ammonia	2	16
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Nitrogen | Nitrogen fixation, nitrogen => ammonia	2	16
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	0	0	0	TRUE	Nitrogen | Nitrogen fixation, nitrogen => ammonia	3	16
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Nitrogen fixation, nitrogen => ammonia	4	16
Nitrogen	Nitrogen fixation, nitrogen => ammonia	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Nitrogen fixation, nitrogen => ammonia	4	16
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	50	100	0	FALSE	Nitrogen | Urea cycle	1	15
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	36.6666666666667	40	0	TRUE	Nitrogen | Urea cycle	1	15
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	45.8333333333333	66.6666666666667	0	TRUE	Nitrogen | Urea cycle	1	15
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	52.5	85	0	TRUE	Nitrogen | Urea cycle	1	15
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	50	100	0	FALSE	Nitrogen | Urea cycle	2	15
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	33.3333333333333	0	0	FALSE	Nitrogen | Urea cycle	2	15
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	50	100	0	FALSE	Nitrogen | Urea cycle	2	15
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	47.2222222222222	66.6666666666667	0	TRUE	Nitrogen | Urea cycle	3	15
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	66.6666666666667	100	0	FALSE	Nitrogen | Urea cycle	4	15
Nitrogen	Urea cycle	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Urea cycle	4	15
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	100	100	100	FALSE	Nitrogen | Urea transport system	1	14
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	0	0	0	TRUE	Nitrogen | Urea transport system	1	14
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	11.6666666666667	8.33333333333333	8.33333333333333	TRUE	Nitrogen | Urea transport system	1	14
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	15	15	15	TRUE	Nitrogen | Urea transport system	1	14
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Urea transport system	2	14
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Urea transport system	2	14
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Nitrogen | Urea transport system	2	14
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	0	0	0	TRUE	Nitrogen | Urea transport system	3	14
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | Urea transport system	4	14
Nitrogen	Urea transport system	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | Urea transport system	4	14
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | nitrite + ammonia => nitrogen	1	13
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	6.66666666666667	0	0	TRUE	Nitrogen | nitrite + ammonia => nitrogen	1	13
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	9.25925925925926	0	0	TRUE	Nitrogen | nitrite + ammonia => nitrogen	1	13
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	9.44444444444444	0	0	TRUE	Nitrogen | nitrite + ammonia => nitrogen	1	13
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	11.1111111111111	0	0	FALSE	Nitrogen | nitrite + ammonia => nitrogen	2	13
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	22.2222222222222	0	0	FALSE	Nitrogen | nitrite + ammonia => nitrogen	2	13
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	11.1111111111111	0	0	FALSE	Nitrogen | nitrite + ammonia => nitrogen	2	13
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	7.40740740740741	0	0	TRUE	Nitrogen | nitrite + ammonia => nitrogen	3	13
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Nitrogen | nitrite + ammonia => nitrogen	4	13
Nitrogen	nitrite + ammonia => nitrogen	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Nitrogen | nitrite + ammonia => nitrogen	4	13
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	30	0	0	FALSE	Sulfur | Assimilatory sulfate reduction, sulfate => H2S	1	12
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	8	0	0	TRUE	Sulfur | Assimilatory sulfate reduction, sulfate => H2S	1	12
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	19.1666666666667	16.6666666666667	0	TRUE	Sulfur | Assimilatory sulfate reduction, sulfate => H2S	1	12
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	27.5	10	0	TRUE	Sulfur | Assimilatory sulfate reduction, sulfate => H2S	1	12
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	10	0	0	FALSE	Sulfur | Assimilatory sulfate reduction, sulfate => H2S	2	12
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Sulfur | Assimilatory sulfate reduction, sulfate => H2S	2	12
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	10	0	0	FALSE	Sulfur | Assimilatory sulfate reduction, sulfate => H2S	2	12
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	11.6666666666667	0	0	TRUE	Sulfur | Assimilatory sulfate reduction, sulfate => H2S	3	12
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	10	0	0	FALSE	Sulfur | Assimilatory sulfate reduction, sulfate => H2S	4	12
Sulfur	Assimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Sulfur | Assimilatory sulfate reduction, sulfate => H2S	4	12
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	28.5714285714286	0	0	FALSE	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	1	11
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	8.57142857142857	0	0	TRUE	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	1	11
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	40.4761904761905	33.3333333333333	0	TRUE	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	1	11
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	35.7142857142857	5	0	TRUE	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	1	11
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	28.5714285714286	0	0	FALSE	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	2	11
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	2	11
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	28.5714285714286	0	0	FALSE	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	2	11
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	28.5714285714286	16.6666666666667	0	TRUE	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	3	11
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	14.2857142857143	0	0	FALSE	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	4	11
Sulfur	Dissimilatory sulfate reduction, sulfate => H2S	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Sulfur | Dissimilatory sulfate reduction, sulfate => H2S	4	11
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	80	100	100	FALSE	Sulfur | Sulfate/thiosulfate transport system	1	10
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	0	0	0	TRUE	Sulfur | Sulfate/thiosulfate transport system	1	10
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	0	0	0	TRUE	Sulfur | Sulfate/thiosulfate transport system	1	10
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	0	0	0	TRUE	Sulfur | Sulfate/thiosulfate transport system	1	10
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Sulfur | Sulfate/thiosulfate transport system	2	10
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Sulfur | Sulfate/thiosulfate transport system	2	10
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Sulfur | Sulfate/thiosulfate transport system	2	10
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	0	0	0	TRUE	Sulfur | Sulfate/thiosulfate transport system	3	10
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Sulfur | Sulfate/thiosulfate transport system	4	10
Sulfur	Sulfate/thiosulfate transport system	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Sulfur | Sulfate/thiosulfate transport system	4	10
Sulfur	Sulfonate transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Sulfur | Sulfonate transport system	1	9
Sulfur	Sulfonate transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	0	0	0	TRUE	Sulfur | Sulfonate transport system	1	9
Sulfur	Sulfonate transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	11.1111111111111	0	0	TRUE	Sulfur | Sulfonate transport system	1	9
Sulfur	Sulfonate transport system	Previous algorithm: distinct-gene set coverage	IS	Clade 4	IdrA-associated with DIRM-like synteny	20	20	16.6666666666667	5	0	TRUE	Sulfur | Sulfonate transport system	1	9
Sulfur	Sulfonate transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Sulfur | Sulfonate transport system	2	9
Sulfur	Sulfonate transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Sulfur | Sulfonate transport system	2	9
Sulfur	Sulfonate transport system	Previous algorithm: distinct-gene set coverage	AS	Clade 3	IdrA-associated without complete DIRM-like synteny	1	1	0	0	0	FALSE	Sulfur | Sulfonate transport system	2	9
Sulfur	Sulfonate transport system	Previous algorithm: distinct-gene set coverage	ES	Clade 3	IdrA-associated without complete DIRM-like synteny	6	6	22.2222222222222	33.3333333333333	0	TRUE	Sulfur | Sulfonate transport system	3	9
Sulfur	Sulfonate transport system	Previous algorithm: distinct-gene set coverage	NS	Clade 1	Canonical AioA-associated	1	1	0	0	0	FALSE	Sulfur | Sulfonate transport system	4	9
Sulfur	Sulfonate transport system	Previous algorithm: distinct-gene set coverage	NS	Clade 2	Unknown/uncertain DMSOR	1	1	0	0	0	FALSE	Sulfur | Sulfonate transport system	4	9
Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	IS	Clade 1	Canonical AioA-associated	1	1	14.2857142857143	0	0	FALSE	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate =>
sulfate	1	8
Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	IS	Clade 2	Unknown/uncertain DMSOR	5	5	0	0	0	TRUE	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate =>
sulfate	1	8
Sulfur	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Previous algorithm: distinct-gene set coverage	IS	Clade 3	IdrA-associated without complete DIRM-like synteny	12	12	52.3809523809524	66.6666666666667	16.6666666666667	TRUE	Sulfur | Thiosulfate oxidation by SOX complex, thiosulfate =>
sulfate	1	8
